page_id,route,page_title,surface_kind,roles,templates,source_contract_status,visual_review,keyboard_and_screen_reader,responsive_and_zoom,workflow_validation,reviewer,findings,signoff
UI-PAGE-7A2D19730D,/help/articles/<slug:slug>,· Knowledge Center,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/article.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-20FD42EA34,/help/articles/<slug:slug>/feedback,Help Feedback,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5BC9A980F4,/help/articles/<slug:slug>/print,Help Print,export,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/print_article.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-54B0E2367F,/help/categories/<slug:slug>,· Knowledge Center,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/category.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-141ADAA546,/help/context,· Knowledge Center,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/article.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-91E7583B67,/help/export/complete,Help Complete Export,export,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/manual_export.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A2BBBD3E8E,/help/export/role/<slug:role_slug>,Help Role Export,export,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/manual_export.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-ECA0B47896,/help/features/<slug:feature_slug>,· Knowledge Center,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/article.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-07CA564492,/help/getting-started,· Knowledge Center,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/article.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-75F649131E,/help/glossary,Glossary · Knowledge Center,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/glossary.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-11AEBD4ACE,/help/manage,Manage Knowledge Center · Edify,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/manage.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-DE9A862782,/help/manage/<slug:slug>,Edit Create Help Draft · Edify,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/edit_article.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-871AC8283A,/help/manage/<slug:slug>/<slug:action>,Help Manage Transition,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6281EDBB75,/help/manage/<slug:slug>/revision,Help Manage Revision,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A6E92AF49B,/help/manage/new,Edit Create Help Draft · Edify,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/edit_article.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4CD048A1D2,/help/release-notes,Release Notes · Knowledge Center,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/release_notes.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2F8BAA456D,/help/roles/<slug:role_slug>,· Knowledge Center,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/article.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7391847B33,/help/search,Search Help · Edify,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/search.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-02807FDE97,/help/troubleshooting,· Knowledge Center,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/category.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-67E692F75E,/help/workflows/<slug:workflow_slug>,· Knowledge Center,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/help/article.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-ED5EC9B584,/hr-analytics,· Edify,page,ADMIN; CD; HR; RVP,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6B6E47BEE7,/hr-audit-log,· Edify,page,ADMIN; HR,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9F67B3997A,/hr-today,HR Today · Edify,page,ADMIN; CD; HR; RVP,pages/hr/hr_today.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-C506EBA646,/hr/performance-cycle,Performance Cycle Console · Edify,page,ADMIN; HR,pages/hr/performance_console.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-0D27B24301,/hr/performance-cycle/action,Hr Performance Action,action,ADMIN; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B3FD287B4A,/ia/analytics/,Verification Analytics · Edify,page,ADMIN; CD; IA,pages/ia/verification_analytics.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A5A99F0875,/ia/analytics/export,Ia Verification Analytics Export,export,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A555CE49BA,/ia/attribution/,Ia Attribution,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-FE31013D65,/ia/collection/<str:school_pk>/ask-owner,Ia Collection Ask Owner,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2E91310CCB,/ia/compare/,Evidence Compare · Edify,page,ADMIN; IA,pages/ia/compare_evidence.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9D69AC162C,/ia/dashboard/,Dashboard,partial,ADMIN; CD; IA,partials/dashboards/_view_tabs.html; pages/ia/analytics_dashboard.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2C691B24CA,/ia/duplicates/,Duplicate Review · Edify,page,ADMIN; IA,pages/ia/duplicate_review.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-58A731882C,/ia/duplicates/<str:duplicate_id>/action,Ia Duplicate Action,action,ADMIN; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-36922553AD,/ia/framework/,Measurement Framework · Edify,page,ADMIN; CD; IA,pages/ia/framework.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-EBD19288CB,/ia/framework/<str:kind>/<str:record_id>/review,Ia Framework Review Drawer,drawer,ADMIN; CD; IA,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5C81EE3E0F,/ia/framework/<str:kind>/<str:record_id>/review/save,Ia Framework Review,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-91E2680FA7,/ia/framework/<str:kind>/<str:record_id>/submit,Ia Framework Submit Drawer,drawer,ADMIN; CD; IA,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-736C68F6CC,/ia/framework/<str:kind>/<str:record_id>/submit/save,Ia Framework Submit,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8362B12EE7,/ia/framework/areas/<str:area_id>/,Ia Framework Area Drawer,drawer,ADMIN; CD; IA,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-ECFF57D499,/ia/framework/areas/<str:area_id>/save,Ia Framework Area Save,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-18C7DC1543,/ia/framework/areas/new,Ia Framework Area New,drawer,ADMIN; CD; IA,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5E628F0345,/ia/framework/areas/propose,Ia Framework Areas Propose,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-66F8AAC2C3,/ia/framework/areas/save,Ia Framework Area Create,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D530788610,/ia/framework/indicators/<str:indicator_id>/,Ia Framework Indicator Drawer,drawer,ADMIN; CD; IA,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-C90770BBD1,/ia/framework/indicators/<str:indicator_id>/save,Ia Framework Indicator Save,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5D4BE1935C,/ia/framework/indicators/new,Ia Framework Indicator New,drawer,ADMIN; CD; IA,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E79F437BBB,/ia/framework/indicators/save,Ia Framework Indicator Create,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-682D5AFC8F,/ia/framework/purposes/<str:purpose_id>/,Ia Framework Purpose Drawer,drawer,ADMIN; CD; IA,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9D9D6B1310,/ia/framework/purposes/<str:purpose_id>/save,Ia Framework Purpose Save,action,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-FC9CDB48DF,/ia/history/,Verification History · Edify,page,ADMIN; IA,pages/ia/verification_history.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-FE4FC2BD88,/ia/impact-report/download,Ia Impact Report Download,export,ADMIN; CD; IA,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5EF86DEC9A,/ia/impact-reports/,Impact Reports · Edify,page,ADMIN; CD; IA; RVP,pages/ia/impact_reports.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-34C9CEA495,/ia/impact-reports/<str:report_id>/,· Impact Reports · Edify,page,ADMIN; CD; IA; RVP,pages/ia/impact_reports_detail.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7034CA18E4,/ia/impact-reports/<str:report_id>/annex.csv,Ia Impact Report Annex,export,ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2AEF2DA8FD,/ia/impact-reports/<str:report_id>/correct,Ia Impact Report Correct,action,ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A8BBD66423,/ia/impact-reports/<str:report_id>/edit,Ia Impact Report Edit,drawer,ADMIN; CD; IA; RVP,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5E4C571AE8,/ia/impact-reports/<str:report_id>/recommendations/<str:recommendation_id>/,Ia Impact Report Recommendation,drawer,ADMIN; CD; IA; RVP,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3F8B0CECC9,/ia/impact-reports/<str:report_id>/recommendations/<str:recommendation_id>/remove,Ia Impact Report Recommendation Remove,action,ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1ADF4549D0,/ia/impact-reports/<str:report_id>/recommendations/<str:recommendation_id>/respond,Ia Impact Report Recommendation Respond,action,ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1023D89D08,/ia/impact-reports/<str:report_id>/recommendations/create,Ia Impact Report Recommendation Create,action,ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2084B7BF38,/ia/impact-reports/<str:report_id>/recommendations/new,Ia Impact Report Recommendation New,drawer,ADMIN; CD; IA; RVP,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F4BFB7C2B0,/ia/impact-reports/<str:report_id>/release/donor,Ia Impact Report Release Donor,drawer,ADMIN; CD; IA; RVP,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E488104A11,/ia/impact-reports/<str:report_id>/release/donor/request,Ia Impact Report Release Donor Request,action,ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-EF6CDCC94D,/ia/impact-reports/<str:report_id>/release/leadership,Ia Impact Report Release Leadership,action,ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1BF17E0F65,/ia/impact-reports/<str:report_id>/release/schools,Ia Impact Report Release Schools,drawer,ADMIN; CD; IA; RVP,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-FE1D6A67CB,/ia/impact-reports/<str:report_id>/release/schools/save,Ia Impact Report Release Schools Save,action,ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8517D2975A,/ia/impact-reports/<str:report_id>/releases/<str:release_id>/,Ia Impact Report Release,drawer,ADMIN; CD; IA; RVP,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6E2CB27363,/ia/impact-reports/<str:report_id>/releases/<str:release_id>/decide,Ia Impact Report Release Decide,action,ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-AC302D2F8A,/ia/impact-reports/<str:report_id>/releases/<str:release_id>/download,Ia Impact Report Release Download,export,ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2BC49FFD7E,/ia/impact-reports/<str:report_id>/review,Ia Impact Report Review,drawer,ADMIN; CD; IA; RVP,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A87BF1CE80,/ia/impact-reports/<str:report_id>/review/save,Ia Impact Report Review Save,action,ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-FBE1EA4462,/ia/impact-reports/<str:report_id>/submit,Ia Impact Report Submit,action,ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8DEE957404,/ia/impact-reports/<str:report_id>/update,Ia Impact Report Update,action,ADMIN; CD; IA; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
